"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset"
"biological_associated_features",177,"context",199,"features","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",21.9023788351058,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_sd",11.38593356761,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_median",19.2335682405902,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.081718403385181,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.108815899080209,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0824120603015075,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.0630691129180659,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"runtime_sec",397.988,"lower",1,"seconds","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"biological_weighted_pc_r2",0.797991004032832,"higher",710,"weighted R-squared","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.675281073631956,"higher",199,"repeatability ratio","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"sample_replicate_pearson_median",0.946048544600384,"higher",352,"correlation","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"genuine_replicate_icc_median",0.939958118691036,"higher",352,"ICC(A,1)","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"biological_associated_features",192,"context",199,"features","","batchcorr_set1","tiger","TIGER","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",29.7509169035163,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_sd",17.4756227355854,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_median",25.007413847384,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539431447011,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.00435624904876635,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"runtime_sec",323.762,"lower",1,"seconds","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"biological_weighted_pc_r2",0.748052224380422,"higher",710,"weighted R-squared","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.665367807037563,"higher",199,"repeatability ratio","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"sample_replicate_pearson_median",0.948209823659878,"higher",352,"correlation","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"genuine_replicate_icc_median",0.937650573623321,"higher",352,"ICC(A,1)","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"biological_associated_features",193,"context",199,"features","","batchcorr_set1","serrf","SERRF","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",23.6740402510958,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_sd",15.7994876254543,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_median",19.0335554059554,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0465366093775444,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0562220942542673,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.00753768844221105,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000545695731395423,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"runtime_sec",5.108,"lower",1,"seconds","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"drift_profiles_corrected",323,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"drift_features_corrected",133,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"biological_weighted_pc_r2",0.842601534850402,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.702656657849148,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"sample_replicate_pearson_median",0.956902852585323,"higher",352,"correlation","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"genuine_replicate_icc_median",0.95651216862781,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",27.4984834973481,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_sd",19.4044755400224,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_median",21.9786084852917,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.046472238004324,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0821040151690575,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0180904522613065,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.012775610034119,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"runtime_sec",7.539,"lower",1,"seconds","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"drift_profiles_corrected",424,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"drift_features_corrected",176,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"batch_features_corrected",191,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"biological_weighted_pc_r2",0.831915958967252,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.698044100479467,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"sample_replicate_pearson_median",0.95553054335999,"higher",352,"correlation","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"genuine_replicate_icc_median",0.954898668047402,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"biological_associated_features",198,"context",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",25.9982148190841,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_sd",15.8433742772446,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_median",21.5824370045473,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0555122121880683,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0085427135678392,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000567147968917397,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"runtime_sec",2.115,"lower",1,"seconds","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"biological_weighted_pc_r2",0.829484175037435,"higher",710,"weighted R-squared","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.695315540683156,"higher",199,"repeatability ratio","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957541057965195,"higher",352,"correlation","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953917516280415,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","BatchCorr Set 1"
"heldout_qc_cv_mean",73.0038489604142,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_sd",29.049240965273,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_median",66.0705763318604,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539431290999,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.561111591272931,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"runtime_sec",0.045,"lower",1,"seconds","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"biological_weighted_pc_r2",0.589667357711897,"higher",710,"weighted R-squared","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.52175027169439,"higher",199,"repeatability ratio","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"sample_replicate_pearson_median",0.911453639180002,"higher",352,"correlation","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"genuine_replicate_icc_median",0.8853604114021,"higher",352,"ICC(A,1)","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"biological_associated_features",172,"context",199,"features","","batchcorr_set1","raw","Raw","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_mean",44.1555341477645,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_sd",19.2211891950068,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_median",40.8856809390515,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438727653694,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539367655978,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000447151416436721,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"runtime_sec",2.725,"lower",1,"seconds","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"biological_weighted_pc_r2",0.762101821085461,"higher",710,"weighted R-squared","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.676592500553593,"higher",199,"repeatability ratio","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"sample_replicate_pearson_median",0.949355926423882,"higher",352,"correlation","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"genuine_replicate_icc_median",0.940278067267788,"higher",352,"ICC(A,1)","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"biological_associated_features",196,"context",199,"features","","batchcorr_set1","combat","ComBat","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_mean",42.756385970683,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_sd",15.4326452879717,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT09","BatchCorr Set 1"
"heldout_qc_cv_median",41.8879084533476,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT09","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0942148401885749,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT09","BatchCorr Set 1"
